order_id,customer_id,product_id,product_category_name_english,price,freight_value,total_value,customer_state,customer_city,review_score,order_purchase_timestamp,year,month,year_month,weekday,hour
6ceabf34d230c31f161988dd2ff8fa92,4f6f5e2d1fabd46160eaf3c2e71c9cc6,3ce21e38e6a3060c20f4e74bdab770c8,baby,58.9,25.25,84.15,RS,erechim,4.0,2017-10-10 20:21:13,2017,10,2017-10,Tuesday,20
d8ff321383376dc17f0dc69b56fecffe,c44591b0739eb5323ce32b31619a6396,4255ef536732efe235477ace2dccd393,construction_tools_construction,49.99,24.29,74.28,MG,alfenas,3.0,2018-02-08 19:05:16,2018,2,2018-02,Thursday,19
43879d5f6ffdb1c8f3a9c4a4f2ffe548,0e412c4ec24391b80003616b950bd7ed,9fef57f37ae72292952e73ff9a7a3fee,kitchen_dining_laundry_garden_furniture,449.9,194.64,644.54,RJ,niteroi,5.0,2018-04-29 23:56:41,2018,4,2018-04,Sunday,23
d46dac528dbfb09fdfc6a62c82d18694,2f3982443d47c0cdbfb4d2a1bb6198bb,9853476587e82bdf31cd50479173e1c3,health_beauty,79.0,16.74,95.74,MG,betim,4.0,2018-07-04 12:27:07,2018,7,2018-07,Wednesday,12
531a41568e23a7a1b2d62fe6e5842149,a4e7f95a56ae5d343df14b2a4558d766,5e21d5cab5d33e770d8150a4ee6117db,watches_gifts,49.0,7.39,56.39,SP,sao paulo,5.0,2018-03-17 21:03:59,2018,3,2018-03,Saturday,21
9d3978b7f31f3af1566b7acab0b91a88,4a8ac693cb85efcc040094268f49d42e,419cb1b441eda9b92ebd1a1b96090c26,telephony,29.99,7.39,37.379999999999995,SP,sao paulo,5.0,2018-04-19 09:58:52,2018,4,2018-04,Thursday,9
93b78181e649b7f9afa19b6240ced12f,5c922f4fd6d3cbc3719a275f29db4e21,4cac1a12a6fe9ffba4a9556dbe582e28,auto,25.99,7.78,33.769999999999996,SP,santo andre,5.0,2017-09-14 14:08:27,2017,9,2017-09,Thursday,14
487e6e67e10e5756f886f5994439c22f,6c7aa7f4eee619102606e20914da066a,7cefa61c9500d9b227894dc48d8b5a0b,housewares,14.5,6.1,20.6,SP,sao paulo,3.0,2018-06-04 15:29:14,2018,6,2018-06,Monday,15
47a5dd9a5772c85c82fbfc11a43a1f6c,fd07281333f163bbc2a3f2b71d6cc549,35495b55cace6656e50bdc2b82f9d4bb,computers_accessories,1298.99,15.96,1314.95,SP,sao paulo,5.0,2018-03-22 15:32:20,2018,3,2018-03,Thursday,15
fe8f6e9edccb4f8712d0fc92f9b5e88e,96a516cf5e43184f7684798019140793,99f265229d46f700208ad7cb1ff48aae,telephony,29.99,7.78,37.769999999999996,SP,guarulhos,5.0,2017-12-20 07:43:29,2017,12,2017-12,Wednesday,7
1161ed293dc0a40bbed57348919f65ec,b2f3350f0fcfb2df7ee8900d9fecff57,e44f675b60b3a3a2453ec36421e06f0f,sports_leisure,107.0,15.5,122.5,MG,joao pinheiro,1.0,2018-02-14 10:15:47,2018,2,2018-02,Wednesday,10
647255bbedcdf748e7496180374b0dfe,01231f8b1b36a9da85f695b48c2f18b2,a75fec02d3cc5911a71f3562fe378721,sports_leisure,12.99,15.1,28.09,GO,ipora,5.0,2018-02-28 12:44:18,2018,2,2018-02,Wednesday,12
8781fc46d9d2a051c66e619d005a4046,9c6016bbf8f57b1aae49ba49fa48d33c,3fc0df95e5b295f37ad821902cfd4a33,fashion_shoes,98.7,14.78,113.48,SP,cruzeiro,4.0,2018-04-28 22:44:32,2018,4,2018-04,Saturday,22
369eee143e91ca7a46cdddc5f679e1f3,5d554dd7036310dc829b9dc51a453873,b5c4801466295e45d80d659858124b4f,baby,775.0,54.17,829.17,MG,betim,1.0,2017-08-01 13:07:11,2017,8,2017-08,Tuesday,13
5b16a0b742790fb2d2d775808a9d54a5,a7d883e36372d36485c93fd1fd7cbe9d,ae7d8348fbef50928a680454fffbca00,sports_leisure,69.9,14.66,84.56,PR,imbituva,5.0,2017-04-26 19:25:47,2017,4,2017-04,Wednesday,19
777f0ad29bd0edbbc5d6310b898685d7,391baa351044046801590fb340cdc2d2,fd4b4443bc919df49bbcc062742b8f06,computers_accessories,239.9,24.48,264.38,SP,holambra,5.0,2018-06-18 14:47:44,2018,6,2018-06,Monday,14
dead1e90233baca62101df8aaa1f2b66,d88f9c15c5e03274e8038f5002c0dcef,2e95d18044fc8d40fe4771de8022bcc7,housewares,57.0,102.13,159.13,SP,campinas,5.0,2018-07-18 17:09:11,2018,7,2018-07,Wednesday,17
1dc8e25fc6d06a7d72086374e54600e5,97dfc69daf6225986f2f10cc3a1a222e,10717ff440b2320081989126e858b220,bed_bath_table,138.0,12.17,150.17,SP,santo andre,4.0,2018-02-27 21:54:24,2018,2,2018-02,Tuesday,21
1bac02bfdd8111598166cfd80270ae29,62d617e5566fde7de00fff64424c0700,d99526b1e4fa5f57b8bde34a7337b5ee,drinks,61.49,7.87,69.36,SP,sao paulo,5.0,2018-05-03 18:58:59,2018,5,2018-05,Thursday,18
376354084f6f8ee744a474abfb826ea2,882d90855d6d59cb6ccc2e18431b25ee,12827caf723c4ff8030d64dcffe3cdab,health_beauty,56.0,11.0,67.0,SP,registro,4.0,2017-03-13 20:27:59,2017,3,2017-03,Monday,20
f076e6d4f9afe2b9f866bc0dc20abc6f,392e56f99219f4f378b8ef5ac613621f,42155695adbe665066ad812855fe523a,electronics,48.99,10.96,59.95,SP,ubatuba,4.0,2017-04-05 15:41:09,2017,4,2017-04,Wednesday,15
5b7f6445ca01d94adfe256eaa9a37ada,202a41667703e8c0c94f0055968f5645,0bb987ba9ab94c3db5f831375f9d8a5c,bed_bath_table,65.9,16.9,82.80000000000001,BA,itapitanga,4.0,2017-09-19 20:18:47,2017,9,2017-09,Tuesday,20
95f52eb73284cc8a02b42c4e633a938e,3bc00bf50071fd7da5442c0bb0ac3f82,2947c2678aab0b7bfc86dd062d9c3318,perfumery,169.9,16.95,186.85,SP,sao paulo,3.0,2017-11-14 09:00:37,2017,11,2017-11,Tuesday,9
6f6fb5a1685d21efac70b753fd9f70a3,86f4256cd3618d9110edfb952a008c65,dd6a505f83dd3c6326aa9856519e0978,toys,49.9,7.78,57.68,SP,sao paulo,5.0,2017-10-10 00:07:07,2017,10,2017-10,Tuesday,0
ac85808794ef111b4689bbdb5ea7f2c9,62082173db63a1a735d81f64754914e4,5d66715cc928aadd0074f61332698593,electronics,19.9,16.79,36.69,MG,januaria,5.0,2017-11-11 12:10:02,2017,11,2017-11,Saturday,12
87dbf189fd5e4ff0a6846675d7fe9d0e,758019ade97df0865b7fabd23bf29ae8,b8b426747049f2d3d6e00b486d47dedb,health_beauty,104.99,14.46,119.44999999999999,PR,matinhos,5.0,2017-07-09 20:42:32,2017,7,2017-07,Sunday,20
f386ab31f2ffcafd65304e199111d3c2,3fe7926825b25dda1761bd01bbb4d44c,be5353e2c543ba4f67831f95d3775420,health_beauty,19.9,10.96,30.86,SP,barueri,5.0,2017-03-22 22:43:36,2017,3,2017-03,Wednesday,22
9f076b87261e6c9894139da7d41eb02d,3a16dccb1c97f2ce9f9272fab067d967,7a82832901d5f4cd314a4e102c47bd2b,garden_tools,37.99,15.1,53.09,SP,sao paulo,5.0,2017-05-06 19:32:23,2017,5,2017-05,Saturday,19
011c899816ea29773525bd3322dbb6aa,c15a53f6fbae984bcbf4ac7bc4395cc3,53b36df67ebb7c41585e8d54d6772e08,watches_gifts,99.9,0.0,99.9,RJ,niteroi,2.0,2018-04-30 15:02:34,2018,4,2018-04,Monday,15
70b9629a764d2247cf5995014b7204d2,2351d4314775fcbef54ecdf9c93ad410,525947dbe3304ac32bf51602f9557c12,bed_bath_table,114.9,18.05,132.95000000000002,MG,cambui,1.0,2017-10-22 13:39:48,2017,10,2017-10,Sunday,13
84ddfd4c559558c53b5a4c6765e49be8,16d5e579f5c682f592d57463ea890794,9a4b54310a69c82a6773791c9099e109,housewares,5.9,7.39,13.29,SP,carapicuiba,1.0,2018-08-09 21:31:52,2018,8,2018-08,Thursday,21
eca26a0368445f56cdb3c5bac1754848,06bca569f6bd4833c89416af4672db63,0a783d7ce18a37749c3a059cf829564b,health_beauty,150.0,15.8,165.8,RJ,rio de janeiro,5.0,2017-12-29 07:43:35,2017,12,2017-12,Friday,7
32d6d5105a3262e4da6eac850c9bd963,64fcc24bf12f5b16c914dadfe547665b,e282624d8c82e04983f125e167eb4521,telephony,17.99,15.1,33.089999999999996,MG,muriae,5.0,2017-11-30 00:27:10,2017,11,2017-11,Thursday,0
e1621bf755f6bd6cd7a8969768f6b2d6,bfe4d7c78180365eaa59b57902ba2e0a,6f19f41a7c7ac7e45f4070d07ed80a75,dvds_blu_ray,19.9,25.63,45.53,RJ,volta redonda,4.0,2017-09-24 20:04:04,2017,9,2017-09,Sunday,20
44c6f378324b6f93d7165435bbc030b4,20c9d0669cee573b65626662396744a8,8c591ab0ca519558779df02023177f44,garden_tools,89.99,26.25,116.24,MG,belo horizonte,4.0,2017-12-06 21:59:26,2017,12,2017-12,Wednesday,21
13dc168f94bccaa04fa06a6ba89e212c,73e6d55cf331c57b5108d5c700d55a25,4352aa5f49dc18ba0eb54e57e632281a,furniture_decor,118.0,18.41,136.41,RS,porto alegre,5.0,2018-05-16 22:57:01,2018,5,2018-05,Wednesday,22
38c2ff711e43f0a1fbd53318ec252e21,7456ab2fe7a5eb4cfeba4c07cd2b9091,c403e106353e1aa40efe783ecb39ed7a,bed_bath_table,38.9,8.45,47.349999999999994,MG,itabira,,2018-05-07 11:26:23,2018,5,2018-05,Monday,11
27b7b4c3fcbac778a89cb52d6e05255f,c1d3f90ae6566b0d6e0673d6a2de44d0,75d6b6963340c6063f7f4cfcccfe6a30,perfumery,56.99,14.15,71.14,RJ,niteroi,5.0,2017-11-25 23:32:45,2017,11,2017-11,Saturday,23
3369b9e1711af775c57b7ad52baf8017,2327e8c7d289aab1d3508440c2111cc0,9163c7e81fd68452472912c4cde810aa,musical_instruments,34.99,26.89,61.88,PE,salgueiro,4.0,2017-10-08 10:47:34,2017,10,2017-10,Sunday,10
fe5d1d5631625db883840eb3624f7a22,cad14e9f8dacf575e0b90fc0b9415c49,1303e8674814cde0e8cfe7d796d6a544,bed_bath_table,76.6,12.04,88.63999999999999,SP,maua,4.0,2017-12-27 08:56:52,2017,12,2017-12,Wednesday,8
abba5f10cc4fc60d330b2cf362306d1a,4d75283fa7a9224dafc28140b8a13f45,a4ea9c0ad9f13236720b9027254545a8,furniture_decor,18.75,18.23,36.980000000000004,SC,lages,4.0,2018-03-20 11:49:55,2018,3,2018-03,Tuesday,11
e6aa8f1226387a88bdcb5b2f0a9f95eb,f3f77b531814d6223e76a751da84c545,723f62c36c298037716bf60c0ad0df3a,watches_gifts,65.0,15.2,80.2,RJ,barra do pirai,5.0,2017-10-18 16:53:04,2017,10,2017-10,Wednesday,16
4e9fe46327dd25b934cc82d238a874f8,6d44acbb5c4b483a53f88dc8584a4326,810e2944bca9850b934e1570ba372e7d,furniture_decor,78.0,41.53,119.53,MG,monte belo,5.0,2018-08-12 18:23:39,2018,8,2018-08,Sunday,18
7b8ad11294a3f23e9695000ab5f07a42,8b0f99083bbd56d7ff4c162a33d76847,165cf891cdb818da8293163bf0a9b2ba,computers_accessories,15.99,7.39,23.38,SP,sao caetano do sul,1.0,2018-07-31 12:17:09,2018,7,2018-07,Tuesday,12
9b0159dd88a0319b71984d8d973472c2,da631d8690cf9ef15f9e3c113fb40fad,57414a165829139b9b534f0b4a794fe0,pet_shop,105.0,59.97,164.97,SC,lages,5.0,2018-08-06 20:01:30,2018,8,2018-08,Monday,20
aa2dc936dd126536c8f2eb4dbaf37333,3be90202886d6cb57a63f578f4f70cca,59b215ecd21969237a8ebb0f8a2bffc2,bed_bath_table,39.9,9.1,49.0,SP,itapevi,2.0,2018-07-30 08:34:27,2018,7,2018-07,Monday,8
26047a1aef2518e6b2d19aaac4cc1520,1b99a7edf8652baa0b57211cbb1b5c04,4eff4dd8918d15c9a308a9645d353807,baby,48.9,9.74,58.64,SP,sao paulo,5.0,2018-02-21 17:27:57,2018,2,2018-02,Wednesday,17
9761e698e3d390c91d88364fb6a5ef11,4f627c252cbdf3a0501a99755ddcf1e3,b62f6ab449278bcd1e009b0b1acab2d0,auto,59.9,23.0,82.9,RJ,nilopolis,5.0,2018-04-02 07:52:14,2018,4,2018-04,Monday,7
e7741e6bb1dfbc9d36e13da26d517d4c,4b923bacae1c1ef7a16e931b3972e7f1,f819f0c84a64f02d3a5606ca95edd272,watches_gifts,655.0,21.84,676.84,GO,valparaiso de goias,5.0,2018-02-08 23:06:53,2018,2,2018-02,Thursday,23
299e8d399d78b7abc915b3d059a6c712,42eeec63715bcb9b24e4ecb9e0801b27,5b7692c4f3cff85f88ad6255269c696c,bed_bath_table,66.9,23.27,90.17,SC,joinville,3.0,2018-08-18 19:52:16,2018,8,2018-08,Saturday,19
43d0e984f7e7256bce2b8f15fdfef0dc,1575a1538d2879dce4c6c8669c661ed5,00b4155166f994ba9da3cf001eb80505,housewares,94.0,23.46,117.46000000000001,MG,belo horizonte,5.0,2018-06-24 21:46:56,2018,6,2018-06,Sunday,21
e9a0ea38c9ccce5af1c178330ebdf3b3,b29bd54e3f696b788f8473826a68be4e,df892547f0d5bb0c35cf26abc8e93d8d,fashion_bags_accessories,60.0,11.92,71.92,SP,ferraz de vasconcelos,5.0,2017-11-21 19:54:27,2017,11,2017-11,Tuesday,19
57899333b5e286632bd2599d3f7864ce,0338fb809c86eb60e7c6ad3b69a8a33b,f40876e0ef3cd5f9132b1f16b04b1346,health_beauty,109.9,18.36,128.26,SP,sao paulo,5.0,2018-03-16 19:16:56,2018,3,2018-03,Friday,19
ca3708e6c8014edc9292636d42479ee7,07f681c9c43973a08f803999f285a2b7,9794fba8c8aa64ab4fece2d3cbe731e9,furniture_decor,39.9,13.37,53.269999999999996,SP,sao paulo,4.0,2017-10-30 07:59:23,2017,10,2017-10,Monday,7
fe349b1979d7bcce7bce8df71ca6a902,cc93bd73b22ed6cd4731e98525c57938,7a10781637204d8d10485c71a6108a2e,watches_gifts,204.0,20.67,224.67000000000002,BA,juazeiro,4.0,2018-02-25 11:45:07,2018,2,2018-02,Sunday,11
543a9bf05657bd3c5099de23d13139a1,d9721a87b4755c5e9a9f9a67ef484575,97b91c8032defad1460e5225a0049161,furniture_decor,179.9,38.68,218.58,BA,brumado,5.0,2017-03-15 08:19:58,2017,3,2017-03,Wednesday,8
d07eb552f514f38f0107ee31243f8104,1cacaad02da03c1de0ac785137da2f6b,dbaee28f4ee64465838a229582d77520,construction_tools_construction,54.0,22.31,76.31,BA,itacare,4.0,2018-08-02 12:06:13,2018,8,2018-08,Thursday,12
469047e99377da914f6d4eb996977190,7eb0ed58083a45d5fd210c15f0c07079,98cd3776d33bddd0ebf8ad8b4732d1b4,furniture_decor,22.37,15.24,37.61,MG,belo horizonte,5.0,2017-05-05 14:15:32,2017,5,2017-05,Friday,14
b335cf4d393acc627b82e83b3b3711fe,47c42b50ab59928b531c450e672ce223,f8d86453c62a01cc2920531c0bdf194d,sports_leisure,60.0,23.22,83.22,SP,sao paulo,5.0,2018-06-12 20:54:25,2018,6,2018-06,Tuesday,20
e957102ad04e2dcef0f01bbf5a01f09f,22d706fc2d2f4c596540cbfb9d0ce330,ff0ba1ffc67724ddc6db331bd417ef67,health_beauty,165.7,14.91,180.60999999999999,MG,contagem,4.0,2017-11-09 12:23:23,2017,11,2017-11,Thursday,12
689e8820798347950a2649f71c734bd0,1510278962879d204243606cbd1a9ede,954ed36fcf28237749ef5616ab0eff87,fashion_bags_accessories,79.0,15.99,94.99,BA,salvador,1.0,2017-10-12 10:25:23,2017,10,2017-10,Thursday,10
e73242af72f21b83ed57aeb572c4f62c,dca4fcf46c15aad61c6cc88d568a31da,bd1aace4fad5609f005fd721b45dcec4,bed_bath_table,184.9,21.78,206.68,MG,betim,5.0,2017-12-28 21:45:01,2017,12,2017-12,Thursday,21
5342acb7b183acec77f59e4d78f7c804,4d493a5e3a53373d3bc26a01575a71dc,0da9ffd92214425d880de3f94e74ce39,construction_tools_construction,112.0,38.21,150.21,BA,simoes filho,3.0,2018-03-29 20:53:48,2018,3,2018-03,Thursday,20
b34fa044fec24bf9206a7b2b022dd92c,953e32cfaebff34e81c10e6cf53a5553,0820af09ddc75b84841b1fab4da4be9b,home_appliances,10.5,7.87,18.37,SP,sao paulo,5.0,2018-05-16 11:46:49,2018,5,2018-05,Wednesday,11
b09d3514eb1fbf519bbb6ad42114ea02,13aff20dfdf7106cffa2b2222de09d44,dc404a1496a08f9f5540c8b5d4b92925,toys,299.99,21.59,321.58,SP,aruja,4.0,2017-11-17 19:49:28,2017,11,2017-11,Friday,19
2d5cdc856665603f1580e3586bde89a5,caecab08cac2be52d89f87462765b4f4,9ddd762ee8a13576a809dc66f22aa2b5,bed_bath_table,199.9,17.03,216.93,SP,ribeirao preto,5.0,2018-01-30 17:36:43,2018,1,2018-01,Tuesday,17
2f0bf24dbe1cb004069c70687668f917,4ce4e110cf33766473d1388cf55f1bd5,b67cd67cd2214acabb3259f7e6d1047e,furniture_decor,59.9,8.88,68.78,SP,francisco morato,4.0,2018-04-07 01:19:24,2018,4,2018-04,Saturday,1
8dae11cb6c1305e2756cef677ac2f4dc,8e5d467a031a1ff1a25f61d18a3315ed,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,39.9,16.11,56.01,SP,avare,5.0,2017-07-19 12:26:42,2017,7,2017-07,Wednesday,12
127e151835ed0bf4ea8e262040fa1c3d,770d6e5d00352cbaef765742ab1ca211,a04a2402a7774ba53d10ed2ce29715e3,bed_bath_table,99.97,25.54,125.50999999999999,SP,santos,5.0,2017-09-13 10:35:21,2017,9,2017-09,Wednesday,10
06c7208cefd133b492daeccba355ab99,c2885ba32d9fcfb7c79c59ef42a74e88,59f8cb217c16b9d838ab8f6d92fd2eea,auto,32.99,17.06,50.05,SP,sao paulo,5.0,2018-03-27 15:19:06,2018,3,2018-03,Tuesday,15
891aa648b48d27ce10d74e86d312d411,ba9a9f680e0ce9c248e43df637331ff6,f320ef0dbc98273d30835e696974e719,electronics,90.0,11.24,101.24,SP,cubatao,5.0,2017-03-30 19:40:29,2017,3,2017-03,Thursday,19
ae035e1469cb0bf0ca6cd2a459277b9b,a5b1788e56a07a32ec0868df19424fb3,5059d375bec8f42bb1638f120d5a1e55,computers_accessories,219.9,18.11,238.01,SP,sao paulo,4.0,2017-12-29 12:37:06,2017,12,2017-12,Friday,12
4f12293458fe42108080bd8c3da6a500,ebeaca016b045dff2d2282d10e2bfa52,880be32f4db1d9f6e2bec38fb6ac23ab,toys,42.99,10.96,53.95,SP,guarulhos,4.0,2017-04-03 17:46:05,2017,4,2017-04,Monday,17
de658852c7c4ebef68f148bdd87fbf41,5586e236d573bcb1147d57afd4671456,ffae6024df16802ba75f761d9aa24367,telephony,19.9,11.85,31.75,SP,serrana,1.0,2017-12-23 18:48:11,2017,12,2017-12,Saturday,18
3f5a1c29c5881cc9902ed702efbdde45,61260c512475ab1d7519b332199e8c1d,05b4647d7e40f280dc06e3d69deaba21,fashion_bags_accessories,35.0,7.78,42.78,SP,sao paulo,5.0,2017-09-10 19:10:22,2017,9,2017-09,Sunday,19
61f7737ba3909f4de54672a122bb94ab,52961e216b71088d42e7efce1f9c9f89,eefb750a45a4ba505ffd4813ecaf2b18,furniture_living_room,19.9,14.08,33.98,MG,montes claros,4.0,2018-01-12 16:26:16,2018,1,2018-01,Friday,16
bc0c05b935880725008f3ae103e828e1,f86ef9a9bd878f3c22617b38ea06d3ff,42a2c92a0979a949ca4ea89ec5c7b934,housewares,59.9,14.13,74.03,SP,sao paulo,4.0,2017-06-24 19:38:52,2017,6,2017-06,Saturday,19
e361c4944dfff94c4945477329b87616,1a9828af2c013e791ceb81f75343886a,815ab08327dd05cc75b2b67311f83239,toys,10.99,7.39,18.38,SP,sao paulo,4.0,2018-03-13 10:11:50,2018,3,2018-03,Tuesday,10
c1744d99c590086c1965ea4e382e850f,0a3b87d87696c62cbe1d03d58d2021d3,44f7b1ed935739690152f235ee6dc47f,furniture_decor,168.75,40.37,209.12,SC,blumenau,5.0,2018-08-11 13:09:33,2018,8,2018-08,Saturday,13
91e1117f4e261dce48c8dbc09d8f2d2e,8835b132f4072ae00a43842d4259f4bf,b28428391b08e61232dcc1ccf6bf71bc,health_beauty,129.0,25.74,154.74,RJ,armacao dos buzios,4.0,2017-10-03 13:02:29,2017,10,2017-10,Tuesday,13
0b2ee90d3a8923635f74af64e78d2335,ff71a919b8cf5e0dbd3a669249448790,331f7c3a5502a8007a966f70e151e89d,auto,28.99,18.3,47.29,MG,sao francisco de paula,5.0,2018-06-20 16:19:58,2018,6,2018-06,Wednesday,16
78388558707957af9310d88b1a22893a,8f075c85fc78757c97e0da4d0686ef59,4ce9ab528124f89e091b17d11aa2e97c,computers_accessories,41.9,15.1,57.0,SC,correia pinto,3.0,2018-02-26 23:27:34,2018,2,2018-02,Monday,23
0ca29d76f0116d46b7b5f364523feb38,57ed67c3bc4ffafc8b6f7ef565d4a8f7,629e019a6f298a83aeecc7877964f935,auto,108.9,16.54,125.44,RJ,marica,4.0,2018-05-12 06:27:53,2018,5,2018-05,Saturday,6
9fc6ad47ea55766ef9dc9dd7d2fcf14d,9e9870b09d19b1a033d376d3f383f362,9b6bfa37bf400cdadb8f867ce97855ae,telephony,24.99,15.23,40.22,RS,viamao,5.0,2018-04-01 14:55:12,2018,4,2018-04,Sunday,14
31ead8e6ffdcc849b1a720ff40d5b724,4aa4dee5b3e8b72b7ae62e0df97f3695,e44f675b60b3a3a2453ec36421e06f0f,sports_leisure,107.0,17.19,124.19,BA,alagoinhas,1.0,2018-03-05 13:42:50,2018,3,2018-03,Monday,13
e1860ce96baa10d7f08d86aaf5927459,f774bf697b9b702ff9169e23ffb8b3fe,99a4788cb24856965c36a24e339b6058,bed_bath_table,83.79,9.27,93.06,DF,brasilia,5.0,2018-05-01 18:10:20,2018,5,2018-05,Tuesday,18
92067448c4d19cbdc8e0f8dd683e63b8,6c95355bb9260a9b0abbe3e226bd7a16,eb8c629f70275fd1c4f809116cce1efc,furniture_decor,35.0,9.6,44.6,SP,itarare,1.0,2018-05-03 22:41:07,2018,5,2018-05,Thursday,22
7ec86dae6dc7ee75dd06ce14839f34da,154b90cfe3310a622775d66e469fb1f2,f999580a69ce2d199677c5b6a5472aee,auto,35.9,14.1,50.0,SP,santo andre,5.0,2018-02-28 12:06:57,2018,2,2018-02,Wednesday,12
b038aba0da1e1ebf55076d3217291ad7,a6706034291a5a04f56be377236415ae,8f3a1c2358138bedfb98645db449110c,watches_gifts,215.0,52.01,267.01,PE,sao bento do una,5.0,2018-05-20 21:24:40,2018,5,2018-05,Sunday,21
85a0537b1cab74ec5a1525c3e60c6467,46c848799c224c04ce2958810c0240c8,4dfbe01419f983d397ed0439f090541d,bed_bath_table,120.0,21.33,141.32999999999998,SP,sumare,5.0,2017-11-23 14:40:52,2017,11,2017-11,Thursday,14
f83002f1a05b7514c1b8c04d72a31611,43c4f6a444e93844407d55ad85958070,38fa750a3a3b3204f169c86a3284d387,sports_leisure,40.9,15.39,56.29,SP,sao paulo,3.0,2018-07-31 18:22:38,2018,7,2018-07,Tuesday,18
e44e0cbca34accde72251d80c7d08cfe,8d2acca6ee811590f42edb3d305d1228,af751fe756699bddfce4fdd67242fc2a,computers_accessories,1260.0,59.32,1319.32,SP,sao paulo,5.0,2018-05-16 17:13:17,2018,5,2018-05,Wednesday,17
